StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q62,Q10,Q9,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q24,Q24_3_TEXT,Q26,Q26_3_TEXT,Q28,Q28_3_TEXT,Q30,Q30_3_TEXT,Q28,Q28_3_TEXT,Q29,Q29_3_TEXT,Q30,Q30_3_TEXT,Q31,Q31_3_TEXT,Q32,Q32_3_TEXT,Q33,Q33_3_TEXT,Q34,Q34_3_TEXT,Q35,Q35_3_TEXT,Q36,Q36_3_TEXT,Q37,Q37_3_TEXT,Q38,Q38_3_TEXT,Q39,Q39_3_TEXT,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q42,Q42_3_TEXT,Q43,Q43_3_TEXT,Q44,Q44_3_TEXT,Q45,Q45_3_TEXT,Q46,Q46_3_TEXT,Q47,Q47_3_TEXT,Q48,Q48_3_TEXT,Q49,Q49_3_TEXT,Q50,Q50_3_TEXT,Q51,Q51_3_TEXT,Q52,Q52_3_TEXT,Q53,Q53_3_TEXT,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q60_3_TEXT
2020-08-25 12:45:57,2020-08-25 12:48:38,IP Address,73.44.245.72,100,160,True,2020-08-25 12:48:38,R_3imReDBUpbDXnyY,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,PQR5936,Master's Student,Master's Student,3,1,0,1,0,0,2,0,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 13:07:11,2020-08-25 13:10:49,IP Address,24.14.167.17,100,218,True,2020-08-25 13:10:49,R_1N2our8ukKAzQAO,,,,,41.7722930908203125,-87.9795989990234375,anonymous,EN,mto1264,Undergrad Major,Junior,2,1,1,0,0,0,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 12:49:02,2020-08-25 13:44:00,IP Address,69.255.245.93,100,3298,True,2020-08-25 13:44:11,R_1DHEMfV5ESFZrw2,,,,,39.364105224609375,-77.46219635009765625,anonymous,EN,zdt1699,Undergrad Major,Freshman,1,1,1,1,1,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 13:28:12,2020-08-25 13:45:22,IP Address,67.176.206.194,100,1030,True,2020-08-25 13:45:28,R_3dMPmpefhTbA4rF,,,,,42.0093994140625,-87.8354034423828125,anonymous,EN,ymt919,Undergrad Major,Senior,4,0,1,0,0,0,2,2,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Want to Enroll,10,Don't Want to Enroll,,Already Taken,,Want to Enroll,50,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 13:46:58,2020-08-25 13:53:19,IP Address,73.164.122.38,100,380,True,2020-08-25 13:53:26,R_rrQV7bcVR4hWmHL,,,,,44.805999755859375,-93.140899658203125,anonymous,EN,jtd3307,Undergrad Minor,Senior,1,1,1,,,1,,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,90,Want to Enroll,50,Want to Enroll,20,Want to Enroll,40,Want to Enroll,8,Want to Enroll,10,Don't Want to Enroll,,Already Taken,,Want to Enroll,60,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 13:55:53,2020-08-25 13:58:20,IP Address,73.168.222.139,100,147,True,2020-08-25 13:58:25,R_2SfwxRnHPoWpVtw,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,mmw5934,Undergrad Major,Junior,2,1,1,0,1,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 12:38:57,2020-08-25 14:49:09,IP Address,73.72.197.22,100,7811,True,2020-08-25 14:49:09,R_wRXjITjpgttyBlD,,,,,41.6963043212890625,-87.65760040283203125,anonymous,EN,jhw3856,Undergrad Major,Senior,4,1,0,0,0,0,0,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,Enrolled,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,Enrolled,Want to Enroll,Enrolled,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 19:07:51,2020-08-25 19:09:49,IP Address,98.254.151.247,100,117,True,2020-08-25 19:09:49,R_W7FwId6mnbHYZ9v,,,,,25.6696014404296875,-80.28749847412109375,anonymous,EN,Adc5246,,Junior,2,0,1,0,1,1,2,6,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-25 21:23:15,2020-08-25 21:25:54,IP Address,73.8.75.42,100,158,True,2020-08-25 21:25:54,R_2336Qbcaqtfxcc0,,,,,41.8972015380859375,-87.619598388671875,anonymous,EN,asn6435,Undergrad Minor,Senior,2,,,1,1,,,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Want to Enroll,50,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,50,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-26 09:10:01,2020-08-26 09:11:52,IP Address,162.206.142.236,100,111,True,2020-08-26 09:11:52,R_2V7lHVjPuHHaHbe,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,3066872,Undergrad Major,Senior,2,,,,,,,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-26 11:04:33,2020-08-26 11:09:52,IP Address,76.120.32.216,100,318,True,2020-08-26 11:09:52,R_10Hp8ShQdzX2Agy,,,,,39.10040283203125,-104.85479736328125,anonymous,EN,caj7210,Undergrad Major,Sophomore,2,1,1,1,1,1,2,6,Want to Enroll,0,Want to Enroll:,0,Want to Enroll:,0,Want to Enroll,2,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-27 04:10:41,2020-08-27 04:18:33,IP Address,98.193.31.182,100,471,True,2020-08-27 04:18:33,R_qPH47wW1CQ3rnGh,,,,,41.7212066650390625,-87.70369720458984375,anonymous,EN,nlw6515,Undergrad Major,Freshman,1,1,1,1,1,1,2,6,Don't Want to Enroll,,Want to Enroll:,2,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-27 08:55:12,2020-08-27 08:57:59,IP Address,73.9.13.14,100,167,True,2020-08-27 08:57:59,R_1H4afdDswLLn54d,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,hhv9338,Undergrad Major,Senior,2,1,0,0,0,1,0,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,20,Already Taken,,Want to Enroll,40,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,40,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-27 15:34:43,2020-08-27 15:38:15,IP Address,50.83.65.204,100,211,True,2020-08-27 15:38:15,R_2pRdyDrgPB4M6so,,,,,39.4795989990234375,-88.3755035400390625,anonymous,EN,bjs9944,Undergrad Major,Junior,2,1,1,0,0,0,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,75,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
